dataset	labelset	labelset_rank	label	iri
Whole Mouse Brain Taxonomy	cluster	0	1344 CEA-BST Six3 Cyp26b1 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1344
Whole Mouse Brain Taxonomy	cluster	0	1345 CEA-BST Six3 Cyp26b1 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1345
Whole Mouse Brain Taxonomy	cluster	0	1346 CEA-BST Six3 Cyp26b1 Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1346
Whole Mouse Brain Taxonomy	cluster	0	1347 CEA-BST Six3 Cyp26b1 Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1347
Whole Mouse Brain Taxonomy	cluster	0	1348 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1348
Whole Mouse Brain Taxonomy	cluster	0	1349 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1349
Whole Mouse Brain Taxonomy	cluster	0	1350 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1350
Whole Mouse Brain Taxonomy	cluster	0	1351 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1351
Whole Mouse Brain Taxonomy	cluster	0	1352 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1352
Whole Mouse Brain Taxonomy	cluster	0	1353 CEA-AAA-BST Six3 Sp9 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1353
Whole Mouse Brain Taxonomy	cluster	0	1354 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1354
Whole Mouse Brain Taxonomy	cluster	0	1355 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1355
Whole Mouse Brain Taxonomy	cluster	0	1356 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1356
Whole Mouse Brain Taxonomy	cluster	0	1357 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1357
Whole Mouse Brain Taxonomy	cluster	0	1358 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1358
Whole Mouse Brain Taxonomy	cluster	0	1359 CEA-AAA-BST Six3 Sp9 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1359
Whole Mouse Brain Taxonomy	cluster	0	1360 CEA-AAA-BST Six3 Sp9 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1360
Whole Mouse Brain Taxonomy	cluster	0	1361 CEA-AAA-BST Six3 Sp9 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1361
Whole Mouse Brain Taxonomy	cluster	0	1362 CEA-AAA-BST Six3 Sp9 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1362
Whole Mouse Brain Taxonomy	cluster	0	1363 CEA-AAA-BST Six3 Sp9 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1363
Whole Mouse Brain Taxonomy	cluster	0	1364 CEA-AAA-BST Six3 Sp9 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1364
Whole Mouse Brain Taxonomy	cluster	0	1365 CEA-AAA-BST Six3 Sp9 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1365
Whole Mouse Brain Taxonomy	cluster	0	1366 CEA-AAA-BST Six3 Sp9 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1366
Whole Mouse Brain Taxonomy	cluster	0	1367 CEA-AAA-BST Six3 Sp9 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1367
Whole Mouse Brain Taxonomy	cluster	0	1368 CEA-AAA-BST Six3 Sp9 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1368
Whole Mouse Brain Taxonomy	cluster	0	1369 CEA-AAA-BST Six3 Sp9 Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1369
Whole Mouse Brain Taxonomy	cluster	0	1371 CEA-AAA-BST Six3 Sp9 Gaba_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1371
Whole Mouse Brain Taxonomy	cluster	0	1372 CEA-AAA-BST Six3 Sp9 Gaba_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1372
Whole Mouse Brain Taxonomy	cluster	0	1373 ACB-BST-FS D1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1373
Whole Mouse Brain Taxonomy	cluster	0	1374 ACB-BST-FS D1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1374
Whole Mouse Brain Taxonomy	cluster	0	1375 ACB-BST-FS D1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1375
Whole Mouse Brain Taxonomy	cluster	0	1376 ACB-BST-FS D1 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1376
Whole Mouse Brain Taxonomy	cluster	0	1377 ACB-BST-FS D1 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1377
Whole Mouse Brain Taxonomy	cluster	0	1378 ACB-BST-FS D1 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1378
Whole Mouse Brain Taxonomy	cluster	0	1370 CEA-AAA-BST Six3 Sp9 Gaba_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1370
Whole Mouse Brain Taxonomy	cluster	0	1379 ACB-BST-FS D1 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1379
Whole Mouse Brain Taxonomy	cluster	0	1382 ACB-BST-FS D1 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1382
Whole Mouse Brain Taxonomy	cluster	0	1383 ACB-BST-FS D1 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1383
Whole Mouse Brain Taxonomy	cluster	0	1384 CEA-BST Ebf1 Pdyn Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1384
Whole Mouse Brain Taxonomy	cluster	0	1385 CEA-BST Ebf1 Pdyn Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1385
Whole Mouse Brain Taxonomy	cluster	0	1386 CEA-BST Ebf1 Pdyn Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1386
Whole Mouse Brain Taxonomy	cluster	0	1387 CEA-BST Ebf1 Pdyn Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1387
Whole Mouse Brain Taxonomy	cluster	0	1388 CEA-BST Ebf1 Pdyn Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1388
Whole Mouse Brain Taxonomy	cluster	0	1389 CEA-BST Ebf1 Pdyn Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1389
Whole Mouse Brain Taxonomy	cluster	0	1380 ACB-BST-FS D1 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1380
Whole Mouse Brain Taxonomy	cluster	0	1381 ACB-BST-FS D1 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1381
Whole Mouse Brain Taxonomy	cluster	0	1393 CEA-BST Ebf1 Pdyn Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1393
Whole Mouse Brain Taxonomy	cluster	0	1394 CEA-BST Ebf1 Pdyn Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1394
Whole Mouse Brain Taxonomy	cluster	0	1395 CEA-BST Ebf1 Pdyn Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1395
Whole Mouse Brain Taxonomy	cluster	0	1396 CEA-BST Ebf1 Pdyn Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1396
Whole Mouse Brain Taxonomy	cluster	0	1397 CEA-BST Ebf1 Pdyn Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1397
Whole Mouse Brain Taxonomy	cluster	0	1398 CEA-BST Ebf1 Pdyn Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1398
Whole Mouse Brain Taxonomy	cluster	0	1399 CEA-BST Ebf1 Pdyn Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1399
Whole Mouse Brain Taxonomy	cluster	0	1390 CEA-BST Ebf1 Pdyn Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1390
Whole Mouse Brain Taxonomy	cluster	0	1391 CEA-BST Ebf1 Pdyn Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1391
Whole Mouse Brain Taxonomy	cluster	0	1392 CEA-BST Ebf1 Pdyn Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1392
Whole Mouse Brain Taxonomy	cluster	0	1400 CEA-BST Ebf1 Pdyn Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1400
Whole Mouse Brain Taxonomy	cluster	0	1409 CEA-BST Rai14 Pdyn Crh Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1409
Whole Mouse Brain Taxonomy	cluster	0	1401 CEA-BST Ebf1 Pdyn Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1401
Whole Mouse Brain Taxonomy	cluster	0	1402 CEA-BST Ebf1 Pdyn Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1402
Whole Mouse Brain Taxonomy	cluster	0	1403 CEA-BST Ebf1 Pdyn Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1403
Whole Mouse Brain Taxonomy	cluster	0	1404 CEA-BST Ebf1 Pdyn Gaba_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1404
Whole Mouse Brain Taxonomy	cluster	0	1405 CEA-BST Ebf1 Pdyn Gaba_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1405
Whole Mouse Brain Taxonomy	cluster	0	1406 CEA-BST Ebf1 Pdyn Gaba_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1406
Whole Mouse Brain Taxonomy	cluster	0	1407 CEA-BST Rai14 Pdyn Crh Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1407
Whole Mouse Brain Taxonomy	cluster	0	1408 CEA-BST Rai14 Pdyn Crh Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1408
Whole Mouse Brain Taxonomy	cluster	0	1410 CEA-BST Rai14 Pdyn Crh Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1410
Whole Mouse Brain Taxonomy	cluster	0	1411 BST-SI-AAA Six3 Slc22a3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1411
Whole Mouse Brain Taxonomy	cluster	0	1412 BST-SI-AAA Six3 Slc22a3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1412
Whole Mouse Brain Taxonomy	cluster	0	1413 BST-SI-AAA Six3 Slc22a3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1413
Whole Mouse Brain Taxonomy	cluster	0	1414 BST-SI-AAA Six3 Slc22a3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1414
Whole Mouse Brain Taxonomy	cluster	0	1415 BST-SI-AAA Six3 Slc22a3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1415
Whole Mouse Brain Taxonomy	cluster	0	1416 BST-SI-AAA Six3 Slc22a3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1416
Whole Mouse Brain Taxonomy	cluster	0	1417 BST-SI-AAA Six3 Slc22a3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1417
Whole Mouse Brain Taxonomy	cluster	0	1418 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1418
Whole Mouse Brain Taxonomy	cluster	0	1419 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1419
Whole Mouse Brain Taxonomy	cluster	0	1420 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1420
Whole Mouse Brain Taxonomy	cluster	0	1421 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1421
Whole Mouse Brain Taxonomy	cluster	0	1422 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1422
Whole Mouse Brain Taxonomy	cluster	0	1423 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1423
Whole Mouse Brain Taxonomy	cluster	0	1424 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1424
Whole Mouse Brain Taxonomy	cluster	0	1425 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1425
Whole Mouse Brain Taxonomy	cluster	0	1426 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1426
Whole Mouse Brain Taxonomy	cluster	0	1427 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1427
Whole Mouse Brain Taxonomy	cluster	0	1428 SI-MPO-LPO Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1428
Whole Mouse Brain Taxonomy	cluster	0	1429 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1429
Whole Mouse Brain Taxonomy	cluster	0	1430 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1430
Whole Mouse Brain Taxonomy	cluster	0	1431 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1431
Whole Mouse Brain Taxonomy	cluster	0	1432 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1432
Whole Mouse Brain Taxonomy	cluster	0	1433 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1433
Whole Mouse Brain Taxonomy	cluster	0	1434 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1434
Whole Mouse Brain Taxonomy	cluster	0	1435 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1435
Whole Mouse Brain Taxonomy	cluster	0	1436 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1436
Whole Mouse Brain Taxonomy	cluster	0	1437 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1437
Whole Mouse Brain Taxonomy	cluster	0	1438 SI-MPO-LPO Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1438
Whole Mouse Brain Taxonomy	cluster	0	1439 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1439
Whole Mouse Brain Taxonomy	cluster	0	1440 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1440
Whole Mouse Brain Taxonomy	cluster	0	1441 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1441
Whole Mouse Brain Taxonomy	cluster	0	1442 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1442
Whole Mouse Brain Taxonomy	cluster	0	1443 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1443
Whole Mouse Brain Taxonomy	cluster	0	1444 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1444
Whole Mouse Brain Taxonomy	cluster	0	1445 SI-MPO-LPO Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1445
Whole Mouse Brain Taxonomy	cluster	0	1446 SI-MPO-LPO Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1446
Whole Mouse Brain Taxonomy	cluster	0	1447 SI-MPO-LPO Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1447
Whole Mouse Brain Taxonomy	cluster	0	1448 SI-MPO-LPO Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1448
Whole Mouse Brain Taxonomy	cluster	0	1449 SI-MPO-LPO Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1449
Whole Mouse Brain Taxonomy	cluster	0	1450 SI-MPO-LPO Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1450
Whole Mouse Brain Taxonomy	cluster	0	1451 SI-MPO-LPO Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1451
Whole Mouse Brain Taxonomy	cluster	0	1452 SI-MPO-LPO Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1452
Whole Mouse Brain Taxonomy	cluster	0	1453 SI-MPO-LPO Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1453
Whole Mouse Brain Taxonomy	cluster	0	1454 SI-MPO-LPO Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1454
Whole Mouse Brain Taxonomy	cluster	0	1455 SI-MPO-LPO Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1455
Whole Mouse Brain Taxonomy	cluster	0	1456 SI-MPO-LPO Lhx8 Gaba_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1456
Whole Mouse Brain Taxonomy	cluster	0	1457 MPO-ADP Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1457
Whole Mouse Brain Taxonomy	cluster	0	1458 MPO-ADP Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1458
Whole Mouse Brain Taxonomy	cluster	0	1459 MPO-ADP Lhx8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1459
Whole Mouse Brain Taxonomy	cluster	0	1460 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1460
Whole Mouse Brain Taxonomy	cluster	0	1461 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1461
Whole Mouse Brain Taxonomy	cluster	0	1462 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1462
Whole Mouse Brain Taxonomy	cluster	0	1463 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1463
Whole Mouse Brain Taxonomy	cluster	0	1464 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1464
Whole Mouse Brain Taxonomy	cluster	0	1465 MPO-ADP Lhx8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1465
Whole Mouse Brain Taxonomy	cluster	0	1466 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1466
Whole Mouse Brain Taxonomy	cluster	0	1467 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1467
Whole Mouse Brain Taxonomy	cluster	0	1468 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1468
Whole Mouse Brain Taxonomy	cluster	0	1469 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1469
Whole Mouse Brain Taxonomy	cluster	0	1470 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1470
Whole Mouse Brain Taxonomy	cluster	0	1471 MPO-ADP Lhx8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1471
Whole Mouse Brain Taxonomy	cluster	0	1472 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1472
Whole Mouse Brain Taxonomy	cluster	0	1473 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1473
Whole Mouse Brain Taxonomy	cluster	0	1474 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1474
Whole Mouse Brain Taxonomy	cluster	0	1475 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1475
Whole Mouse Brain Taxonomy	cluster	0	1476 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1476
Whole Mouse Brain Taxonomy	cluster	0	1477 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1477
Whole Mouse Brain Taxonomy	cluster	0	1478 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1478
Whole Mouse Brain Taxonomy	cluster	0	1479 MPO-ADP Lhx8 Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1479
Whole Mouse Brain Taxonomy	cluster	0	1481 MPO-ADP Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1481
Whole Mouse Brain Taxonomy	cluster	0	1482 MPO-ADP Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1482
Whole Mouse Brain Taxonomy	cluster	0	1483 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1483
Whole Mouse Brain Taxonomy	cluster	0	1484 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1484
Whole Mouse Brain Taxonomy	cluster	0	1485 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1485
Whole Mouse Brain Taxonomy	cluster	0	1486 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1486
Whole Mouse Brain Taxonomy	cluster	0	1487 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1487
Whole Mouse Brain Taxonomy	cluster	0	1488 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1488
Whole Mouse Brain Taxonomy	cluster	0	1480 MPO-ADP Lhx8 Gaba_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1480
Whole Mouse Brain Taxonomy	cluster	0	1489 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1489
Whole Mouse Brain Taxonomy	cluster	0	1492 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1492
Whole Mouse Brain Taxonomy	cluster	0	1493 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1493
Whole Mouse Brain Taxonomy	cluster	0	1494 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1494
Whole Mouse Brain Taxonomy	cluster	0	1495 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1495
Whole Mouse Brain Taxonomy	cluster	0	1496 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1496
Whole Mouse Brain Taxonomy	cluster	0	1497 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1497
Whole Mouse Brain Taxonomy	cluster	0	1498 BST Tac2 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1498
Whole Mouse Brain Taxonomy	cluster	0	1499 BST Tac2 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1499
Whole Mouse Brain Taxonomy	cluster	0	1490 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1490
Whole Mouse Brain Taxonomy	cluster	0	1491 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1491
Whole Mouse Brain Taxonomy	cluster	0	1508 PVR Six3 Sox3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1508
Whole Mouse Brain Taxonomy	cluster	0	1509 PVR Six3 Sox3 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1509
Whole Mouse Brain Taxonomy	cluster	0	1500 BST Tac2 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1500
Whole Mouse Brain Taxonomy	cluster	0	1501 BST Tac2 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_1501
